"CPCv2.1","Code","ISSCAAP","ISSCFC_Parent","Identifier","Name_En","Name_Es","Name_Fr","Observations","SITCv4"
"21242","037.1.1.6.96","39","037.1.1.6","1530","Fish not minced, in oil, prepared or preserved","Pescado no picado, en aceite, prep. y cons.","Poissons non hachés, à l'huile, prép. et cons.","true","037.15"
"21242","037.1.1.6.99","39","037.1.1.6","1531","Fish nei, prepared or preserved, not minced","Pescado nep no picado, prep. y cons.","Poissons nca non hachés, prép. et cons.","true","037.15"
"","037.1.3.4","","037.1.3","1532","Diadromous fish minced, products and preparations","Peces diádromos picados, productos y preparados","Poissons diadromes hachés, produits et préparations","false",""
"","037.1.3.4.3","","037.1.3.4","1533","Salmons, trouts, smelts, minced, prepared or preserved","Salmones, truchas, eperlanos, picados, prep. y cons.","Saumons, truites, éperlans, hachés, prép. et cons.","false",""
"","037.1.3.5","","037.1.3","1534","Marine fish minced, prepared or preserved","Pescado marino picado, preparados","Poissons marins hachés, préparations","false",""
"","037.1.3.5.5","","037.1.3.5","1535","Herrings, sardines, anchovies, etc. minced, prepared or preserved","Arenque, sardina, anchoa, etc. picados, preparados","Harengs, sardines, anchois, etc. hachés, préparations","false",""
"21242","037.1.3.5.5.60","35","037.1.3.5.5","1536","Anchovies minced, prepared or preserved","Anchoas picadas, preparadas","Anchois haché, préparations","true","037.16"
"21242","037.1.3.5.5.70","35","037.1.3.5.5","1537","Sardines, sardinellas, sprats minced, prepared or preserved","Sardinas, sardinelas, espadines, picados, preparados","Sardines, sardinelles, sprats, hachés, préparations","true","037.16"
"","037.1.3.5.6","","037.1.3.5","1538","Tunas, bonitos, billfishes, minced, prepared or preserved","Atunes, bonitos, agujas, picados, prep. y cons.","Thons, pélamides, marlins, hachés, prép. et cons.","false",""
"21242","037.1.3.5.6.99","36","037.1.3.5.6","1539","Tunas, bonitos, billfishes, nei, minced, prepared or preserved","Atunes, bonitos, agujas, nep, picados, prep. y cons.","Thons, pélamides, marlins, nca, hachés, prép. et cons.","true","037.16"
"","037.1.3.5.7","","037.1.3.5","1540","Miscellaneous pelagic fish, minced, prepared or preserved","Peces pelágicos diversos, picados, prep. y cons.","Poissons pélagiques divers, hachés, prép. et cons.","false",""
"21242","037.1.3.5.7.69","37","037.1.3.5.7","1541","Mackerel, minced, prepared or preserved","Caballas picadas, prep. y cons.","Macheraux hachés, prép. et cons.","true","037.16"
"21242","037.1.3.5.7.90","37","037.1.3.5.7","1542","Miscellaneous pelagic fish nei, minced, prepared or preserved","Peces pelágicos diversos nep, picados, prep. y cons.","Poissons pélagiques divers nca, hachés, prép. et cons.","true","037.16"
"","037.1.3.5.9","","037.1.3.5","1543","Miscellaneous marine fish, minced, prepared or preserved","Peces marinos diversospicados, prep. y cons.","Poissons marins divers hachés, prép. et cons.","false",""
"21241","037.1.3.5.9.96","39","037.1.3.5.9","1544","Fingers, sticks, prepared with minced fish","Tacos, preparados con pescado picado","Bâtonnets, préparés avec du poisson haché","true","037.16"
"21241","037.1.3.5.9.97","39","037.1.3.5.9","1545","Fish crackers","Galletas de pescado","Crackers de poisson","true","037.16"
"","037.1.3.6","","037.1.3","1546","Fish minced, prepared or preserved","Peces picados, preparaciones y conservas","Poissons hachés, préparations et conserves","false",""
"21270","037.2.1.1.2.20","42","037.2.1.1.2","1547","Tanner crab meat, prepared or preserved","Carne de cangrejo de las nieves, prep. y cons.","Chair de crabe des neiges, prép. et cons.","true","037.21"
"21270","037.2.1.1.2.901","42","037.2.1.1.2","1548","Crab meat frozen, prepared or preserved","Carne de cangrejo congelada, prep. y cons.","Chair de crabe congelée, prép. et cons.","true","037.21"
"21270","037.2.1.1.2.902","42","037.2.1.1.2","1549","Crab meat, in airtight containers, prep.or pres.","Carne de cangrejo en envases herm. cerrados, prep. y cons.","Chair de crabe en récipients herm. clos, prép. et cons.","true","037.21"
"21280","037.2.2.1.7.10","57","037.2.2.1.7","1550","Cuttlefish, prepared or preserved","Jibias, preparaciones y conservas","Seiches, préparations et conserves","true","037.22"
"21280","037.2.2.1.7.39","57","037.2.2.1.7","1551","Squids, prepared or preserved, nei","Calamares, preparaciones y conservas, nep","Encornets, préparations et conserves, nca","true","037.22"
"21280","037.2.2.1.7.60","57","037.2.2.1.7","1552","Octopus, prepared or preserved","Pulpos, preparaciones y conservas","Poulpes, préparations et conserves","true","037.22"
"","081.42.1.5","","081.42.1","1553","Fishmeal from marine fish","Harina de peces marinos","Farine de poissons marins","false",""
"","411.11.5","","411.11","1554","Marine fishes, liver oils","Aceites de hígado de peces marinos","Huiles de foie de poissons marins","false",""
"","411.11.5.8","","411.11.5","1555","Sharks, rays, chimaeras, liver oil","Tiburones, rayas, quimeras, aceite de hígado","Requins, raies, chimères, huile de foie","false",""
"","411.12.4","","411.12","1556","Diadromous fish, oil","Peces diádromos, aceite","Poissons diadromes, huile","false",""
"","411.12.4.4","","411.12.4","1557","Shads, oil","Sábalos, aceite","Aloses, huile","false",""
"","411.12.5","","411.12","1558","Marine fish oil","Aceite de peces marinos","Huile de poissons marins","false",""
"","411.12.5.7","","411.12.5","1559","Miscellaneous pelagic fish, oil","Peces pelágicos diversos, aceite","Poissons pélagiques divers, huile","false",""
"","411.12.5.8","","411.12.5","1560","Sharks, rays, chimaeras, oil","Tiburones, rayas, quimeras, aceite","Requins, raies, chimères, huile","false",""
"21223","034.4.4.2.5.4.17","34","034.4.4.2.5.4","1561","Toothfish (Dissostichus spp.), meat, frozen","Carne de austromerluza (Dissostichus spp.), congelada","Chair de legine (Dissostichus spp.), congelée","true","034.55"
"","035.02.2.6","","035.02.2","1562","Fish, salted or in brine","Pescado, salado o en salmuera","Poisson, salé ou en saumure","false",""
"436","036.0.1.6.5.40","45","036.0.1.6.5","1563","Shrimps and prawns (Penaeus spp.), not frozen","Camarones (Penaeus spp.), sin congelar","Crevettes (Penaeus spp.), non congelées","true","036.2"
"","037.1.3.3","","037.1.3","1564","Freshwater fish prepared or preserved, minced","Pescado de agua dulce picado, prep. y cons.","Poissons d'eau douce hachés, prép. et cons.","false",""
"","037.1.3.3.9","","037.1.3.3","1565","Miscellaneous freshwater fish, prep. or pres., minced","Peces de agua dulce picados, prep. y cons.","Poissons d'eau douce divers hachés, prép. et cons.","false",""
"21242","037.1.3.3.9.90","13","037.1.3.3.9","1566","Freshwater fish nei prepared or preserved, minced","Pescado de agua dulce nep picado, prep. y cons.","Poissons d'eau douce nca hachés, prép. et cons.","true","037.16"
"21215","034.2.5.6.21","36","034.2.5.6","1567","Skipjack tuna, gilled, gutted, frozen","Listado sin branquias, eviscerado, congelado","Listao sans branchies, evisceré, congelé","true","034.23"
"21215","034.2.5.6.22","36","034.2.5.6","1568","Skipjack tuna, heads-off, etc., frozen","Listado descabezado, etc., congelado","Listao étêté, etc., congelé","true","034.23"
"21215","034.2.5.6.61","36","034.2.5.6","1569","Bigeye tuna, gilled, gutted, frozen","Patudo sin branquias, eviscerado, congelado","Thon obèse (=Patudo), sans branchies, evisceré, congelé","true","034.23"
"21215","034.2.5.6.62","36","034.2.5.6","1570","Bigeye tuna, heads-off, etc., frozen","Patudo descabezado, etc., congelado","Thon obèse (=Patudo), étêté, etc., congelé","true","034.23"
"","034.3.2.2.5.6","","034.3.2.2.5","1571","Tunas, bonitos, billfishes, meat, fresh or chilled","Carne de atunes, bonitos, agujas, fresca o refrigerada","Chair de thons, pélamides, marlins, fraîche ou réfrigérée","false",""
"21221","034.3.2.2.5.6.80","36","034.3.2.2.5.6","1572","Swordfish, meat, fresh or chilled","Carne de pez espada, fresca o refrigerada","Chair d'espadon, fraîche ou réfrigérée","true","034.51"
"","034.3.2.2.5.4","","034.3.2.2.5","1573","Miscellaneous demersal fish meat, fresh or chilled","Carne de peces demersales diversos, fresca o refrigerada","Chair de poissons démersaux divers, fraîche ou réfrigérée","false",""
"21221","034.3.2.2.5.4.17","34","034.3.2.2.5.4","1574","Toothfish (Dissostichus spp.), meat, fresh or chilled","Carne de austromerluza (Dissostichus spp.), fresca o refrigerada","Chair de legine (Dissostichus spp.), fraîche ou réfrigérée","true","034.51"
"21221","034.3.2.2.5.4.90","34","034.3.2.2.5.4","1575","Miscellaneous demersal fish meat, fresh or chilled, nei","Carne de peces demersales diversos, fresca o refrigerada, nep","Chair de poissons démersaux divers, fraîche ou réfrigérée, nca","true","034.51"
"21222","034.4.1.5.7.10","37","034.4.1.5.7","1576","Pomfrets, ocean breams, fillets, frozen","Japutas en filetes, congeladas","Filets de castagnoles, congelés","true","034.4"
"21224","035.02.3.4.3.39","23","035.02.3.4.3","1577","Salmon fillets, dried, salted or in brine","Salmones en filetes secos, salados o en salmuera","Filets de salmons séchés, salés ou en saumure","true","035.12"
"21231","035.02.1.5.5.193","35","035.02.1.5.5","1578","Herrings, dried, whether or not salted","Arenques, secos, incluso salados","Harengs, séchés, même salés","true","035.13"
"","035.02.1.5.1","","035.02.1.5","1579","Flounders, halibuts, soles, dried, whether or not salted","Platijas, halibuts, lenguados, secos, incluso salados, sin ahumar","Flets, flétans, soles, séchés, même salés, mais non fumés","false",""
"21231","035.02.1.5.1.19","31","035.02.1.5.1","1580","Halibuts nei, dried, whether or not salted","Halibuts nep, secos, incluso salados, sin ahumar","Flétans nca, séchés, même salés, mais non fumés","true","035.13"
"21231","035.02.1.5.1.90","31","035.02.1.5.1","1581","Flatfish nei, dried, whether or not salted","Peces planos nep, seco, incluso salado, sin ahumar","Poissons plats nca, séchés, même salés, mais non fumés","true","035.13"
"21231","035.02.1.5.1.13","31","035.02.1.5.1","1582","Greenland halibut, dried, whether or not salted","Halibut negro, seco, incluso salado, sin ahumar","Flétan noir, séché, même salé, mais non fumés","true","035.13"
"21263","036.0.2.6.4.20","54","036.0.2.6.4","1583","Mussels of the genus Mytilus spp., other than live, fresh or chilled","Mejillones del género Mytilus spp., excepto vivos, frescos o refrigerados","Moules du genre Mytilus spp., autres que vivantes, fraîches ou réfrigérées","true","036.39"
"21263","036.0.2.6.4.30","54","036.0.2.6.4","1584","Mussels of the genus Perna spp., other than live, fresh or chilled","Mejillones del género Perna spp., excepto vivos, frescos o refrigerados","Moules du genre Perna spp., autres que vivantes, fraîches ou réfrigérées","true","036.39"
"21266","036.0.2.6.7.19","57","036.0.2.6.7","1585","Cuttlefish, other than live, fresh or chilled","Jibias, excepto vivas, frescas o refrigeradas","Seiches, autres que vivantes, fraîches ou réfrigérées,","true","036.37"
"21266","036.0.2.6.7.39","57","036.0.2.6.7","1586","Squid, other than live, fresh or chilled","Calamares, excepto vivos, frescos o refrigerados","Encornets, autres que vivants, frais ou réfrigérés","true","036.37"
"","411.11.5.1","","411.11.5","1587","Flounders, halibuts, soles, liver oils","Platijas, halibuts, lenguados, aceites de hígado","Flets, flétans, soles, huiles de foie","false",""
"21524","411.11.5.1.19","31","411.11.5.1","1588","Halibuts, liver oils","Halibuts, aceites de hígado","Flétans, huiles de foie","true","411.11"
"21270","037.2.1.1.5.905","45","037.2.1.1.5","1589","Shrimps and prawns, prep. or pres., in airtight containers","Camarones, prep. y cons., envasados hermeticamente","Crevettes, prép. et cons. en récipients hermétiques","true","037.21"
"21280","037.2.2.1.4.91","54","037.2.2.1.4","1590","Mussel meat, prep. or pres., not in airtight containers","Mejillones, carne, prep. y cons., no envasados hermeticamente","Moules, chair, prép. et cons., non en récipients hermétiques","true","037.22"
"21280","037.2.2.1.4.92","54","037.2.2.1.4","1591","Mussel meat, prep. or pres., in airtight containers","Mejillones, carn, prep. y cons., envasados hermeticamente","Moules, chair, prép. et cons. en récipients hermétiques","true","037.22"
"431","036.0.1.6.2.10","44","036.0.1.6.2","1592","King crabs, not frozen","Cangrejo ruso, sin congelar","Crabe royale, non congelés","true","036.2"
"431","036.0.1.6.2.30","42","036.0.1.6.2","1593","Edible crab (Cancer pagurus), not frozen","Buey de mar (Cancer pagurus), sin congelar","Crabe tourteau (Cancer pagurus), non congelé","true","036.2"
"21251","036.0.1.4.2.30","42","036.0.1.4.2","1594","Crab (Cancer pagurus), frozen","Buey de mar (Cancer pagurus), congelado","Crabes tourteaux, congelés","true","036.19"
"","036.0.1.5.3","","036.0.1.5","1596","Lobsters, dried, salted or in brine, smoked","Bogavantes, langostas, etc., secos, salados o en salmuera, ahumadas","Homards, langoustes, etc., séchés, salés ou en saumure, fumés","false",""
"21253","036.0.1.5.3.90","43","036.0.1.5.3","1597","Lobsters, dried, salted or in brine, smoked nei","Bogavantes, langostas, secos, salados o en salmuera, ahumados, nep","Homards, langoustes, séchés, salés ou en saumure, fumés, nca","true","036.2"
"","036.0.2.5.6","","036.0.2.5","1598","Clams, cockles, arkshells, etc., dried, salted or in brine, smoked","Almejas, berberechos, arcas, secos, salados o en salmuera, ahumados","Clams, coques, arches, etc., séchés, salés ou en saumure, fumés","false",""
"21265","036.0.2.5.6.10","56","036.0.2.5.6","1599","Clams, cockles, arkshells nei, dried, salted or in brine, smoked","Almejas, berberechos, arcas nep, secos, salados o en salmuera, ahumados","Clams, coques, arches nca, séchés, salés ou saumure, fumés","true","036.39"
"","037.2.1.1.3","","037.2.1.1","1600","Lobsters, spiny-rock lobsters, etc., prepared or preserved","Langostas, bogavantes, preparaciones y conservas","Langoustes, homards, preparations et conserves","false",""
"21280","037.2.2.1.3.30","53","037.2.2.1.3","1601","Oyster sauce","Salsa de ostras","Sauce d'huîtres","true","037.22"
"21291","081.42.1.5.9.99","39","081.42.1.5.9","1602","Fishmeal obtained from fish waste/offals","Harina de pescado obtenida de desechos de pescado","Farine de poisson obtenue des déchets de poisson","true","081.42"
"21222","034.4.1.5.8.66","38","034.4.1.5.8","1603","Porbeagle shark (Lamna nasus), fillets, frozen","Marrajo sardinero (Lamna nasus) en filetes, congelados","Filets de requins-taupes communs (Lamna nasus), congelés  ","true","034.4"
"21219","034.2.5.8.66","38","034.2.5.8","1604","Porbeagle shark (Lamna nasus), frozen","Marrajo sardinero (Lamna nasus), congelados","Requins-taupes communs (Lamna nasus), congelés  ","true","034.28"
"429","034.1.5.8.66","38","034.1.5.8","1605","Porbeagle shark (Lamna nasus), fresh or chilled","Marrajo sardinero (Lamna nasus),  fresco o refrigerado","Requins-taupes communs (Lamna nasus), frais ou réfrigérés","true","034.18"
"449","036.0.2.3.2.30","52","036.0.2.3.2","1606","Stromboid conchs, live, fresh or chilled","Cobos, vivos, frescos o refrigerados","Strombes, vivantes, fraîches ou réfrigérées","true","036.35"
"21268","036.0.2.4.2.30","52","036.0.2.4.2","1607","Stromboid conchs (Strombus spp), frozen","Cobos (Strombus spp), congelados","Strombes (Strombus spp), congelées","true","036.39"
"21268","036.0.2.5.2.30","52","036.0.2.5.2","1608","Stromboid conchs, dried, salted or in brine, smoked","Cobos, secos, salados o en salmuera, ahumados","Strombes, séchées, salées ou en saumure, fumées","true","036.39"
"21280","037.2.2.1.2.30","52","037.2.2.1.2","1609","Stromboid conchs meat, prepared or preserved","Cobos, carne, preparaciones y conservas","Strombes, chair, préparations et conserves","true","037.22"
"21242","037.1.3.5.6.91","36","037.1.3.5.6","1610","Tunas nei, minced, prepared or preserved","Atunes nep, preparaciones y conservas","Thons nca, hachés, préparations et conserves","true","037.16"
"","036.0.2.6.6","","036.0.2.6","1611","Clams, cockles, arkshells, etc., other than live, fresh or chilled","Almejas, berberechos, arcas, etc., excepto vivos, frescos o refrigerados","Clams, coques, arches, etc., autres que vivants, frais ou réfrigérés","false",""
"21265","036.0.2.6.6.10","56","036.0.2.6.6","1612","Clams, shucked or not, other than live, fresh or chilled","Almejas, sin concha o con concha, excepto vivas, frescas o refrigeradas","Clams, écaillés ou non, autres que vivants, frais ou réfrigérés","true","036.39"
"21242","037.1.3.6.91","39","037.1.3.6","1616","Fish minced nei, in airtight containers prepared or preserved","Peces picados nep, en envases herm. cerrados, prep. y cons.","Poissons hachés nca, en récipients herm. clos, prép. et cons.","true","037.16"
"21242","037.1.3.6.92","39","037.1.3.6","1617","Fish minced nei, not in airtight containers prepared or preserved","Peces picados nep, no en envases herm. cerrados, prep. y cons.","Poissons hachés nca, non en récipients herm. clos, prép. et cons.","true","037.16"
"","036.0.2.6.2","","036.0.2.6","1618","Univalves, other than live, fresh or chilled","Moluscos univalvos, excepto vivos, frescos o refrigerados","Univalves, autres que vivants, frais ou réfrigérés","false",""
"21261","036.0.2.6.2.10","52","036.0.2.6.2","1619","Abalones, shucked or not, other than live,fresh or chilled","Orejas de mar sin concha o con concha, excepto vivas,frescas o refrigeradas","Ormeaux, écaillés ou non, autres que vivants, frais ou réfrigérés","true","036.39"
"421","034.1.3.9.55","13","034.1.3.9","1620","Nile perch and snakeheads (Channa spp.),  fresh or chilled","Percas del Nilo y peces cabeza de serpiente (Channa spp.),  frescos o refrigerados","Perches du Nil et poissons tête de serpent (Channa spp.), frais ou réfrigérés","true","034.18"
"424","034.1.5.2.50","32","034.1.5.2","1621","Blue whitings (Micromesistius poutassou, Micromesistius australis), fresh or chilled","Bacaladillas (Micromesistius poutassou, Micromesistius australis), frescas o refrigeradas","Merlans bleus (Micromesistius poutassou, Micromesistius australis), frais ou réfrigérés","true","034.18"
"","034.1.9.2","","034.1.9","1622","Fish heads, tails, fins, maws, tongues, fresh or chilled","Cabezas, colas, aletas, estómagos de pescado, frescos o refrigerados","Têtes, queues, ailerons, entrailles de poisson, frais ou réfrigérés","false",""
"21234","034.1.9.2.10","39","034.1.9.2","1623","Fish heads, tails, maws, tongues, fresh or chilled","Cabezas, colas, estómagos de pescado, frescos o refrigerados","Têtes, queues, entrailles de poisson , fraîs ou réfrigérés","true","034.18"
"21234","034.1.9.2.30","38","034.1.9.2","1624","Shark fins, fresh or chilled","Aletas de tiburón, frescas o refrigeradas","Ailerons de requin, frais ou réfrigérés","true","034.18"
"21211","034.2.3.9.55","13","034.2.3.9","1625","Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen","Percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.), congelados","Perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.), congelés","true","034.28"
"21214","034.2.5.2.50","32","034.2.5.2","1626","Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen","Bacaladillas (Micromesistius poutassou, Micromesistius australis), congeladas","Merlans bleus (Micromesistius poutassou, Micromesistius australis), congelés","true","034.28"
"21221","034.3.1.3.9.85","13","034.3.1.3.9","1627","Carps, eels and snakeheads, fillets, fresh or chilled","Filetes de carpas, anguilas y peces cabeza de serpiente (Channa spp.), frescos o refrigerados","Filets de carpes, anguilles  et poissons tête de serpent (Channa spp.), frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.6.95","36","034.3.1.5.6","1628","Tunas, bonitos, billfishes fillets, fresh or chilled, nei","Atunes, bonitos, agujas en filetes, frescos o refrigerados, nep","Filets de thon, pélamide, marlin, frais ou réfrigérés, nca","true","034.51"
"","034.3.2.1.4.5","","034.3.2.1.4","1629","Miscellaneous diadromous fish steaks, fresh or chilled","Peces diádromos cortados en trozos, frescos o refrigerados","Tranches de poissons diadromes, fraîches ou réfrigérées","false",""
"21221","034.3.2.1.4.5.90","23","034.3.2.1.4.5","1630","Diadromous fish steaks, fresh or chilled, nei","Peces diádromos cortados en trozos, frescos o refrigerados, nep","Tranches de poissons diadromes, fraîches ou réfrigérées, nca","true","034.51"
"21221","034.3.2.2.3.87","13","034.3.2.2.3","1631","Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled","Carne de tilapia,bagre o pez gato,carpa,anguila,perca del Nilo,peces cabeza serpiente,fres/refr","Chair de tilapia, silure, carpe, anguille, perche du Nil, poiss. tête de serpent, fraîc/réfr.","true","034.51"
"","034.3.2.2.4","","034.3.2.2","1632","Diadromous fish meat, wheter or not minced, fresh or chilled","Carne de peces diádromos, fresca o refrigerada","Chair de poissons diadromes, fraîche ou réfrigérée","false",""
"","034.3.2.2.4.3","","034.3.2.2.4","1633","Salmons, trouts, smelts meat, fresh or chilled","Carne de salmones, truchas, eperlanos en filetes, fresca o refrigerada","Chair de saumon, truite, éperlan,  fraîche ou réfrigérée","false",""
"21221","034.3.2.2.4.3.90","23","034.3.2.2.4.3","1634","Salmonoids meat, fresh or chilled, nei","Carne de salmónidos, fresca o refrigerada","Chair de salmonoïdes,  fraîche ou réfrigérée","true","034.51"
"","034.3.2.2.4.5","","034.3.2.2.4","1635","Miscellaneous diadromous fish meat, wheter or not minced, fresh or chilled","Carne de peces diádromos diversos, fresca o refrigerada","Chair de poissons diadromes diverses, fraîche ou réfrigérée","false",""
"21221","034.3.2.2.4.5.90","25","034.3.2.2.4.5","1636","Diadromous fish meat, wheter or not minced, fresh or chilled, nei","Carne de peces diádromos, fresca o refrigerada, nep","Chair de poissons diadromes, fraîches ou réfrigérées, nca","true","034.51"
"","034.3.2.2.5.1","","034.3.2.2.5","1637","Flounders, halibuts, soles meat, fresh or chilled","Carne de platijas, halibuts, lenguados, fresca o refrigerada","Chair de flets, flétans, soles, fraîche ou réfrigérée","false",""
"21221","034.3.2.2.5.1.90","31","034.3.2.2.5.1","1638","Flatfish meat, fresh or chilled, nei","Carne de peces planos, fresca o refrigerada, nep","Chair de poissons plats, fraîche ou réfrigérée, nca","true","034.51"
"","034.3.2.2.5.2","","034.3.2.2.5","1639","Cods, hakes, haddocks, etc. meat, fresh or chilled","Carne de bacalaos, merluzas, eglefinos, fresca o refrigerada","Chair de morues, merlus, églefins, fraîche ou réfrigérée","false",""
"21221","034.3.2.2.5.2.90","32","034.3.2.2.5.2","1640","Gadiformes, meat, fresh or chilled, nei","Carne de gadiformes, fresca o refrigerada, nep","Chair de gadiformes, fraîche ou réfrigérée, nca","true","034.51"
"","034.3.2.2.5.3","","034.3.2.2.5","1641","Miscellaneous coastal fish meat, whether or not minced, fresh or chilled","Carne de peces costeros diversos, fresca o refrigerada","Chair de poissons côtiers divers, fraîche ou réfrigérée","false",""
"21221","034.3.2.2.5.3.90","33","034.3.2.2.5.3","1642","Coastal fish meat, whether or not minced, fresh or chilled, nei","Carne de peces costeros diversos, fresca o refrigerada, nep","Chair de poissons côtiers divers, fraîche ou réfrigérée, nca","true","034.51"
"21221","034.3.2.2.5.5.90","35","034.3.2.2.5.5","1643","Clupeoids, meat, fresh or chilled, nei","Carne de clupeidos, fresca o refrigerada, nep","Chair de clupeoïdes, fraîche ou réfrigérée, nca","true","034.51"
"21221","034.3.2.2.5.6.95","36","034.3.2.2.5.6","1644","Tunas, bonitos, billfishes, meat, fresh or chilled, nei","Carne de atunes, bonitos, agujas, fresca o refrigerada, nep","Chair de thons, pélamides, marlins, fraîche ou réfrigérée, nca","true","034.51"
"","034.3.2.2.5.7","","034.3.2.2.5","1645","Miscellaneous pelagic fish meat, whether or not minced, fresh or chilled","Carne de peces pelágicos diversos en filetes, fresca o refrigerada","Chair de poissons pélagiques divers, filets,  fraîche ou réfrigérée","false",""
"21221","034.3.2.2.5.7.90","37","034.3.2.2.5.7","1646","Pelagic fish meat, whether or not minced, fresh or chilled, nei","Carne de peces pelágicos diversos en filetes, fresca o refrigerada, nep","Chair de poissons pélagiques divers, filets,  fraîche ou réfrigérée, nca","true","034.51"
"","034.3.2.2.5.8","","034.3.2.2.5","1647","Sharks, rays, chimeras etc. meat, whether or not minced, fresh or chilled","Carne de tiburones, rayas, quimeras, etc. en filetes, fresca o refrigerada","Chair de requin, raie, chimère, etc., fraîche ou réfrigérée","false",""
"21221","034.3.2.2.5.8.90","38","034.3.2.2.5.8","1648","Sharks, rays, chimeras etc. meat, whether or not minced, fresh or chilled, nei","Carne de tiburones, rayas, quimeras, etc. en filetes, fresca o refrigerada, nep","Chair de requin, raie, chimère, etc., fraîche ou réfrigérée, nca","true","034.51"
"21222","034.4.1.3.9.85","13","034.4.1.3.9","1649","Carps, eels and snakeheads, fillets, frozen","Filetes de carpas, anguilas y peces cabeza de serpiente (Channa spp.), congelados","Filets de carpes, anguilles  et poissons tête de serpent (Channa spp.), congelés","true","034.4"
"21222","034.4.1.5.6.95","36","034.4.1.5.6","1650","Tunas, bonitos, billfishes etc, fillets, frozen, nei","Atunes, bonitos, agujas, etc. en filetes, congelados","Filets de thon, pélamide, marlin, etc., congelés, nca","true","034.4"
"21223","034.4.3.5.2.90","32","034.4.3.5.2","1651","Gadiformes, portions and sticks, frozen, nei","Porciones y tacos de gadiformes, congelados, nep","Bouchées et baguettes de gadiformes, congelées, nca","true","034.55"
"21223","034.4.4.1.3.9.90","13","034.4.4.1.3.9","1652","Freshwater fish, steaks, frozen, nei","Peces de agua dulce en trozos, congelados, nep","Tranches de poissons d'eau douce, congelées, nca","true","034.55"
"21223","034.4.4.2.3.9.30","13","034.4.4.2.3.9","1653","Catfish  meat, frozen","Carne de bagres o pez gato,  congelada","Chair de silures, congelée","true","034.55"
"21223","034.4.4.2.3.9.87","13","034.4.4.2.3.9","1654","Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen","Carne de tilapia, bagre, carpa, anguila, perca del Nilo y peces cabeza de serpiente, congelada","Chair de tilapia, silure, carpe, anguille, perche du Nil et poissons tête de serpent, congelée","true","034.55"
"","034.4.4.2.4","","034.4.4.2","1655","Diadromous fish meat, whether or not minced, frozen","Carne de peces diádromos, congelada","Chair de poissons diadromes, congelée","false",""
"21223","034.4.4.2.4.5.90","25","034.4.4.2.4.5","1656","Diadromous fish meat, whether or not minced, frozen, nei","Carne de peces diádromos diversos, congelada, nep","Chair de poissons diadromes divers, congelée, nca","true","034.55"
"21223","034.4.4.2.5.2.95","32","034.4.4.2.5.2","1657","Gadiformes, meat, whether or not minced, frozen, nei","Carne de gadiformes, incluso picada, congelada, nep","Chair de gadiformes, même hachée, congelée, nca","true","034.55"
"21223","034.4.4.2.5.5.90","35","034.4.4.2.5.5","1658","Clupeoids, meat, whether or not minced, frozen, nei","Carne de clupeidos, incluso picada, congelada, nep","Chair de clupeoïdes, même hachée, congelée, nca","true","034.55"
"21223","034.4.4.2.5.6.90","36","034.4.4.2.5.6","1659","Tuna meat, whether or not minced, frozen","Carne de atunes, congelada","Chair de thons, même hachée, congelée","true","034.55"
"","034.4.4.2.5.8","","034.4.4.2.5","1660","Sharks, rays, chimaeras meat, frozen","Carne de tiburones, rayas, quimeras, congelada","Chair de squales, raies, chimères, congelée","false",""
"21223","034.4.4.2.5.8.70","38","034.4.4.2.5.8","1661","Dogfish (Squalidae) and other sharks, meat, frozen","Carne de cazones y demás escualos, congelada","Chair de squale (Squalidae), congelée","true","034.55"
"21223","034.4.4.2.5.8.90","38","034.4.4.2.5.8","1663","Sharks, rays, chimaeras meat, frozen, nei","Carne de tiburones, rayas, quimeras, congelada, nep","Chair de requins, raies, chimères, congelée, nca","true","034.55"
"","035.02.1.4.5","","035.02.1.4","1664","Miscellaneous diadromous fish, dried, whether or not salted","Peces diádromos diversos, secos, incluso salados, sin ahumar","Poissons diadromes divers, séchés, même salés, mais non fumés","false",""
"21231","035.02.1.4.5.90","25","035.02.1.4.5","1665","Diadromous fish, dried, whether or not salted, nei","Peces diádromos diversos, secos, incluso salados, sin ahumar , nep","Poissons diadromes divers, séchés, même salés, mais non fumés, nca","true","035.13"
"21231","035.02.1.5.6.95","36","035.02.1.5.6","1666","Tunas, bonitos, billfishes, etc., dried, whether or not salted, nei","Atunes, bonitos, agujas, etc., secos, incluso salados, nep","Thons, pélamides, marlins, etc., séchés, même salés, nca","true","035.13"
"","035.02.1.5.7","","035.02.1.5","1667","Miscellaneous pelagic fish, dried, whether or not salted","Peces pelágicos diversos, secos, incluso salados","Poissons pélagiques divers, séchés, même salés","false",""
"21231","035.02.1.5.7.90","37","035.02.1.5.7","1668","Miscellaneous pelagic fish nei, dried, whether or not salted","Peces pelágicos diversos, secos, incluso salados, nep","Poissons pélagiques divers, séchés, même salés, nca","true","035.13"
