ALPHA3CODE,FULL_NAME_E,FULL_NAME_F,FULL_NAME_S,SCIENTIFIC_NAME,AUTHOR
ELS,Whitespotted conger,Congre du Pacifique nord-ouest,Congrio del Pacífico,Conger myriaster,(Brevoort 1856)
BEN,"Needlefishes, etc. nei","Aiguilles, orphies nca","Agujones, maraos nep",Belonidae,
NED,Needlefishes nei,Aiguilles nca,Maraos nep,Tylosurus spp,
AND,Agujon needlefish,Aiguille voyeuse,Marao ojón(=Aguja imperial),Tylosurus acus,(Bleeker 1850)
FSD,Du Petit's spindle,Fasciolaire blanche,Tulipan blanco,Fusinus dupetitthouarsi,(Kiener 1840)
UPK,Prince horse conch,Fasciolaire prince,Tulipan principe,Pleuroploca princeps,(Sowerby 1825)
GHN,Great keyhole limpet,Grande fissurelle,Fisurela gigante,Megathura crenulata,(Sowerby 1825)
TBB,Stromboli keyhole limpet,Fissurelle Stromboli,Fisurela Stromboli,Stromboli beebei,(Hertlein & Strong 1951)
HJV,Pink abalone,Ormeau rose,Abulón amarillo,Haliotis corrugata,Gray 1828
TUL,River and lake turtles nei,Tortues d'eau douce nca,Galápagos nep,Testudinata,
TTH,Hawksbill turtle,Tortue caret,Tortuga carey,Eretmochelys imbricata,(Linnaeus 1766)
YUS,Norhtern blue mussel,,,Mytilus trossulus,Gould 1850
FRB,Box mussel,Septifere commun,,Septifer bilocularis,(Linnaeus 1758)
BYS,Splendid alfonsino,Béryx long,Alfonsino besugo,Beryx splendens,Lowe 1834
TRC,Slimeheads nei,Poissons-montres nca,Relojes nep,Trachichthyidae,
SQE,European flying squid,Toutenon commun,Pota europea,Todarodes sagittatus,(Lamarck 1798)
RAC,Cape razor clam,Couteau du Cap,Navaja del Cabo,Solen capensis,Fischer 1881
CLR,Atl.jackknife(=Atl.razor clam),Couteau de l'Atlantique,Navaja del Atlántico,Ensis directus,(Conrad 1843)
CLS,Sand gaper,Mye des sables,Almeja de can,Mya arenaria,Linnaeus 1758
GEC,Pacific geoduck,Panopée du Pacifique,Panopea del Pacífico,Panopea abrupta,(Conrad 1849)
CMJ,Japanese corbicula,Cyrène japonaise,Corbicula japonesa,Corbicula japonica,Prime 1864
YQC,Serpent's head cowrie,Porcelaine tête de serpent,,Cyprea caputserpentis,Linnaeus 1758
YQA,Carnelian cowrie,Porcelaine carnéole,,Cyprea carneola,Linnaeus 1758
YQU,Dragon cowrie,Porcelaine dragon,,Cyprea caurica,Linnaeus 1758
YQD,Depressed cowrie,Porcelaine déprimée,,Cyprea depressa,Gray 1824
NTZ,Beautifully-banded moon snail,Natice à belles bandes,,Natica euzona,Recluz 1844
YRT,Mole cowrie,Porcelaine taupe,,Cyprea talpa,Linnaeus 1758
YRQ,Tiger cowrie,Porcelaine tigre,,Cyprea tigris,Linnaeus 1758
