FAO ISSCFC ,Basic Level,Parent Code,ISSCAAP Code, HS 2012 , SITC3 Code, CPC 2.1, FAO ISSCFC description in English
035.02.1.5.2,0,035.02.1.5,32,0305.59,035.13,,"Cods, hakes, haddocks, etc., dried, whether or not salted"
035.02.1.5.2.11,1,035.02.1.5.2,32,0305.51,035.11,21231,"Cod, dried, unsalted (stockfish)"
035.02.1.5.2.12,1,035.02.1.5.2,32,0305.51,035.11,21231,"Cod, salted and dried (klipfish)"
035.02.1.5.2.19,1,035.02.1.5.2,32,0305.51,035.11,21231,"Cods nei, dried,  whether or not salted"
035.02.1.5.2.30,1,035.02.1.5.2,32,0305.59,035.13,21231,"Haddock dried, whether or not salted, but not smoked"
035.02.1.5.2.40,1,035.02.1.5.2,32,0305.59,035.13,21231,"Saithe, dried, whether or not salted, but not smoked"
035.02.1.5.2.45,1,035.02.1.5.2,32,0305.59,035.13,21231,"Alaska pollock, dried, unsalted"
035.02.1.5.2.60,1,035.02.1.5.2,32,0305.59,035.13,21231,"Hakes, dried, unsalted"
035.02.1.5.2.61,1,035.02.1.5.2,32,0305.59,035.13,21231,"Hakes, dried, whether or not salted, but not smoked"
035.02.1.5.2.70,1,035.02.1.5.2,32,0305.59,035.13,21231,"Ling, dried, whether or not salted, but not smoked"
035.02.1.5.2.80,1,035.02.1.5.2,32,0305.59,035.13,21231,"Tusk, dried, whether or not salted, but not smoked"
035.02.1.5.2.90,1,035.02.1.5.2,32,0305.59,035.13,21231,"Gadiformes nei, dried, unsalted"
035.02.1.5.2.95,1,035.02.1.5.2,32,0305.59,035.13,21231,"Gadiformes nei, dried and salted"
035.02.1.5.2.99,1,035.02.1.5.2,32,0305.59,035.13,21231,"Gadiformes, dried, whether or not salted, but not smoked"
035.02.1.5.3,0,035.02.1.5,33,0305.59,035.13,,"Miscellaneous coastal fish, dried, whether or not salted"
035.02.1.5.3.67,1,035.02.1.5.3,33,0305.59,035.13,21231,"Sandeels, dried, unsalted"
035.02.1.5.3.90,1,035.02.1.5.3,33,0305.59,035.13,21231,"Miscellaneous coastal fish, nei, dried, unsalted"
035.02.1.5.3.95,1,035.02.1.5.3,33,0305.59,035.13,21231,"Miscellaneous coastal fish, dried, whether or not salted"
035.02.1.5.4,0,035.02.1.5,34,0305.59,035.13,,"Miscellaneous demersal fish, dried, whether or not salted"
035.02.1.5.4.90,1,035.02.1.5.4,34,0305.59,035.13,21231,"Groundfish, dried, unsalted, nei"
035.02.1.5.4.95,1,035.02.1.5.4,34,0305.59,035.13,21231,"Miscellaneous demersal fish, dried, whether or not salted, nei"
035.02.1.5.5,0,035.02.1.5,35,0305.59,035.13,,"Herrings, sardines, anchovies, etc., dried, whether or not salted"
035.02.1.5.5.191,1,035.02.1.5.5,35,0305.59,035.13,21231,"Herrings, dried, unsalted"
035.02.1.5.5.193,1,035.02.1.5.5,35,0305.59,035.13,21231,"Herrings, dried, whether or not salted"
035.02.1.5.5.20,1,035.02.1.5.5,35,0305.59,035.13,21231,"Pilchards, dried, unsalted"
035.02.1.5.5.21,1,035.02.1.5.5,35,0305.59,035.13,21231,"Pilchards, dried, whether or not salted, but not smoked"
035.02.1.5.5.55,1,035.02.1.5.5,35,0305.59,035.13,21231,"European anchovy, dried, whether or not salted, but not smoked"
035.02.1.5.5.60,1,035.02.1.5.5,35,0305.59,035.13,21231,"Anchovies nei, dried, whether or not salted, but not smoked"
035.02.1.5.5.70,1,035.02.1.5.5,35,0305.59,035.13,21231,"Bonga shad, dried, whether or not salted, but not smoked"
035.02.1.5.5.90,1,035.02.1.5.5,35,0305.59,035.13,21231,"Clupeoids nei, dried, unsalted"
035.02.1.5.5.95,1,035.02.1.5.5,35,0305.59,035.13,21231,"Clupeoids nei, dried, whether or not salted, but not smoked"
035.02.1.5.6,0,035.02.1.5,36,0305.59,035.13,,"Tunas, bonitos, billfishes, etc., dried, whether or not salted"
035.02.1.5.6.10,1,035.02.1.5.6,36,0305.59,035.13,21231,"Bonito, dried, whether or not salted, but not smoked"
035.02.1.5.6.90,1,035.02.1.5.6,36,0305.59,035.13,21231,"Tunas nei, dried, unsalted"
035.02.1.5.6.91,1,035.02.1.5.6,36,0305.59,035.13,21231,"Tunas, nei, dried, whether or not salted, but not smoked"
035.02.1.5.6.95,1,035.02.1.5.6,36,0305.59,035.13,21231,"Tunas, bonitos, billfishes, etc., dried, whether or not salted, nei"
035.02.1.5.7,0,035.02.1.5,37,0305.59,035.13,,"Miscellaneous pelagic fish, dried, whether or not salted"
035.02.1.5.7.02,1,035.02.1.5.7,37,0305.59,035.13,21231,"Saury, dried, whether or not salted, but not smoked"
035.02.1.5.7.69,1,035.02.1.5.7,37,0305.59,035.13,21231,"Mackerel, dried, whether or not salted, but not smoked"
035.02.1.5.7.90,1,035.02.1.5.7,37,0305.59,035.13,21231,"Miscellaneous pelagic fish nei, dried, whether or not salted"
035.02.1.5.8,0,035.02.1.5,38,0305.59,035.13,,"Sharks, rays, chimeras, dried, whether or not salted"
035.02.1.5.8.70,1,035.02.1.5.8,38,0305.59,035.13,21231,"Sharks, dried, whether or not salted, but not smoked"
035.02.1.5.8.90,1,035.02.1.5.8,38,0305.59,035.13,21231,"Sharks, rays, chimeras, dried, whether or not salted, nei"
035.02.1.5.9,0,035.02.1.5,39,0305.59,035.13,,"Miscellaneous marine fish, dried, whether or not salted"
035.02.1.5.9.90,1,035.02.1.5.9,39,0305.59,035.13,21231,"Miscellaneous marine fish nei, dried, whether or not salted"
035.02.1.6,0,035.02.1,39,0305.59,035.13,,"Miscellaneous fishes, dried, whether or not salted"
035.02.1.6.91,1,035.02.1.6,39,0305.59,035.13,21231,"Fish nei, dried, unsalted"
035.02.1.6.92,1,035.02.1.6,39,0305.59,035.13,21231,"Fish nei, dried and salted"
035.02.1.6.99,1,035.02.1.6,39,0305.59,035.13,21231,"Fish dried, whether or not salted, nei"
035.02.2,0,035.02,39,0305.69,035.29,,"Fish, salted, but not dried or smoked and fish in brine"
035.02.2.3,0,035.02.2,13,0305.64,035.29,,"Freshwater fish, salted and in brine"
035.02.2.3.9,0,035.02.2.3,13,0305.69,035.29,,"Miscellaneous freshwater fish, salted and in brine"
035.02.2.3.9.87,1,035.02.2.3.9,13,0305.64,035.29,21231,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, salted or in brine"
035.02.2.3.9.90,1,035.02.2.3.9,13,0305.69,035.29,21231,"Miscellaneous freshwater fish nei, salted and in brine"
035.02.2.4,0,035.02.2,25,0305.69,035.29,,"Diadromous fish, salted or in brine"
035.02.2.4.3,0,035.02.2.4,23,0305.69,035.29,,"Salmons, trouts, smelts, etc., salted or in brine"
035.02.2.4.3.39,1,035.02.2.4.3,23,0305.69,035.29,21231,"Salmons, salted or in brine"
035.02.2.4.3.391,1,035.02.2.4.3,23,0305.69,035.29,21231,"Salmon sides, salted or in brine"
035.02.2.4.3.50,1,035.02.2.4.3,23,0305.69,035.29,21231,"Trouts, salted or in brine"
035.02.2.4.3.95,1,035.02.2.4.3,23,0305.69,035.29,21231,"Salmonoids nei, salted or in brine"
035.02.2.4.5,0,035.02.2.4,25,0305.69,035.29,,"Miscellaneous diadromous fish, salted or in brine"
035.02.2.4.5.90,1,035.02.2.4.5,25,0305.69,035.29,21231,"Miscellaneous diadromous fish, salted or in brine, nei"
035.02.2.5,0,035.02.2,39,0305.69,035.29,,"Marine fishes, salted or in brine"
035.02.2.5.1,0,035.02.2.5,31,0305.69,035.29,,"Flounders, halibuts, soles, salted or in brine"
035.02.2.5.1.90,1,035.02.2.5.1,31,0305.69,035.29,21231,"Flatfish, salted or in brine, nei"
035.02.2.5.2,0,035.02.2.5,32,0305.69,035.29,,"Cods, hakes, haddocks, salted or in brine"
035.02.2.5.2.11,1,035.02.2.5.2,32,0305.62,035.21,21231,"Atlantic cod, salted or in brine"
035.02.2.5.2.12,1,035.02.2.5.2,32,0305.62,035.21,21231,"Cods nei, salted or in brine"
035.02.2.5.2.30,1,035.02.2.5.2,32,0305.69,035.29,21231,"Haddock, salted or in brine"
035.02.2.5.2.40,1,035.02.2.5.2,32,0305.69,035.29,21231,"Saithe (= Pollock), salted or in brine"
035.02.2.5.2.60,1,035.02.2.5.2,32,0305.69,035.29,21231,"Hakes, salted or in brine"
035.02.2.5.2.90,1,035.02.2.5.2,32,0305.69,035.29,21231,"Gadiformes, salted or in brine, nei"
035.02.2.5.3,0,035.02.2.5,33,0305.69,035.29,,"Miscellaneous coastal fish, salted or in brine"
035.02.2.5.3.49,1,035.02.2.5.3,33,0305.69,035.29,21231,"Mullet, salted"
035.02.2.5.3.90,1,035.02.2.5.3,33,0305.69,035.29,21231,"Miscellaneous coastal fish, salted or in brine, nei"
035.02.2.5.4,0,035.02.2.5,34,0305.69,035.29,,"Miscellaneous demersal fish, salted or in brine"
035.02.2.5.4.91,1,035.02.2.5.4,34,0305.69,035.29,21231,"Groundfish nei, salted or in brine"
035.02.2.5.4.95,1,035.02.2.5.4,34,0305.69,035.29,21231,"Miscellaneous demersal fish, salted or in brine, nei"
035.02.2.5.5,0,035.02.2.5,35,0305.69,035.29,,"Herrings, sardines, anchovies, salted or in brine"
035.02.2.5.5.11,1,035.02.2.5.5,35,0305.61,035.29,21231,"Herring, salted or in brine"
035.02.2.5.5.20,1,035.02.2.5.5,35,0305.69,035.29,21231,"Pilchards, salted or in brine"
035.02.2.5.5.61,1,035.02.2.5.5,35,0305.63,035.22,21231,"Anchovies, boiled in saltwater"
035.02.2.5.5.62,1,035.02.2.5.5,35,0305.63,035.22,21231,"Anchovies, salted or in brine"
035.02.2.5.5.65,1,035.02.2.5.5,35,0305.63,035.22,21231,"European anchovy, salted"
035.02.2.5.5.90,1,035.02.2.5.5,35,0305.69,035.29,21231,"Clupeoids, salted or in brine, nei"
035.02.2.5.6,0,035.02.2.5,36,0305.69,035.29,,"Tunas, bonitos, billfishes, salted or in brine"
035.02.2.5.6.90,1,035.02.2.5.6,36,0305.69,035.29,21231,"Tunas nei, salted or in brine"
035.02.2.5.6.95,1,035.02.2.5.6,36,0305.69,035.29,21231,"Tunas, bonitos, billfishes, salted or in brine, nei"
035.02.2.5.7,0,035.02.2.5,37,0305.69,035.29,,"Miscellaneous pelagic fish, salted or in brine"
035.02.2.5.7.69,1,035.02.2.5.7,37,0305.69,035.29,21231,"Mackerels nei, salted or in brine"
035.02.2.5.7.90,1,035.02.2.5.7,37,0305.69,035.29,21231,"Miscellaneous pelagic fish, salted or in brine, nei"
035.02.2.5.8,0,035.02.2.5,38,0305.69,035.29,,"Sharks, rays, chimeras, salted or in brine"
035.02.2.5.8.90,1,035.02.2.5.8,38,0305.69,035.29,21231,"Sharks, rays, chimeras, salted or in brine, nei"
035.02.2.5.9,0,035.02.2.5,39,0305.69,035.29,,"Miscellaneous marine fish, salted or in brine"
035.02.2.5.9.95,1,035.02.2.5.9,39,0305.69,035.29,21231,"Miscellaneous marine fish, salted or in brine, nei"
035.02.2.6,0,035.02.2,X,0305.69,035.29,,"Fish, salted or in brine"
035.02.2.6.90,1,035.02.2.6,39,0305.69,035.29,21231,"Fish nei, salted or in brine"
035.02.3,0,035.02,39,0305.39,035.12,,"Fish fillets, dried, salted or in brine"
035.02.3.3,0,035.02.3,13,0305.39,035.12,,"Freshwater fish, fillets, dried, salted or in brine"
035.02.3.3.9,0,035.02.3.3,13,0305.39,035.12,,"Miscellaneous freshwater fish, fillets, dried, salted or in brine"
035.02.3.3.9.87,1,035.02.3.3.9,13,0305.31,035.12,21224,"Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked"
035.02.3.3.9.90,1,035.02.3.3.9,13,0305.39,035.12,21224,"Freshwater fish nei, fillets, dried, salted, or in brine"
035.02.3.4,0,035.02.3,25,0305.39,035.12,,"Diadromous fish, fillets, dried, salted or in brine"
035.02.3.4.3,0,035.02.3.4,23,0305.39,035.12,,"Salmons, trouts, smelts, etc., fillets, dried, salted or in brine"
035.02.3.4.3.39,1,035.02.3.4.3,23,0305.39,035.12,21224,"Salmon fillets, dried, salted or in brine"
035.02.3.4.3.90,1,035.02.3.4.3,23,0305.39,035.12,21224,"Salmonoids fillets, dried, salted or in brine, but not smoked"
035.02.3.4.5,0,035.02.3.4,25,0305.39,035.12,,"Miscellaneous diadromous fish, fillets, dried, salted or in brine"
035.02.3.4.5.90,1,035.02.3.4.5,25,0305.39,035.12,21224,"Miscellaneous diadromous fish, fillets, dried, salted or in brine, nei"
035.02.3.5,0,035.02.3,39,0305.39,035.12,,"Marine fishes, fillets, dried, salted or in brine"
035.02.3.5.1,0,035.02.3.5,31,0305.39,035.12,,"Flounders, halibuts, soles, etc., fillets, dried, salted or in brine"
035.02.3.5.1.13,1,035.02.3.5.1,31,0305.39,035.12,21224,"Greenland halibut fillets, dried, salted or in brine"
035.02.3.5.1.19,1,035.02.3.5.1,31,0305.39,035.12,21224,"Halibut fillets nei, dried, salted or in brine"
035.02.3.5.1.90,1,035.02.3.5.1,31,0305.39,035.12,21224,"Flatfish, fillets, dried, salted or in brine, nei"
035.02.3.5.2,0,035.02.3.5,32,0305.39,035.12,,"Cods, hakes, haddocks, etc., fillets, dried, salted or in brine"
035.02.3.5.2.11,1,035.02.3.5.2,32,0305.32,035.12,21224,"Cod nei fillets, dried, salted or in brine"
035.02.3.5.2.60,1,035.02.3.5.2,32,0305.39,035.12,21224,"Hakes, fillets, dried, salted or in brine"
035.02.3.5.2.90,1,035.02.3.5.2,32,0305.59,035.13,21224,"Gadiformes, fillets, dried, salted or in brine, not smoked"
035.02.3.5.3,0,035.02.3.5,33,0305.39,035.12,,"Miscellaneous coastal fish, fillets, dried, salted or in brine"
035.02.3.5.3.90,1,035.02.3.5.3,33,0305.39,035.12,21224,"Miscellaneous coastal fish nei, fillets, dried, salted or in brine"
035.02.3.5.4,0,035.02.3.5,34,0305.39,035.12,,"Miscellaneous demersal fish, fillets, dried, salted or in brine"
035.02.3.5.4.90,1,035.02.3.5.4,34,0305.39,035.12,21224,"Miscellaneous demersal fish nei, fillets, dried, salted or in brine"
035.02.3.5.5,0,035.02.3.5,35,0305.39,035.12,,"Herrings, sardines, anchovies, etc., fillets, dried, salted or in brine"
035.02.3.5.5.191,1,035.02.3.5.5,35,0305.39,035.12,21224,"Herring fillets, dried, salted or in brine"
035.02.3.5.5.90,1,035.02.3.5.5,35,0305.39,035.12,21224,"Clupeoids nei, fillets, dried, salted or in brine"
035.02.3.5.6,0,035.02.3.5,36,0305.39,035.12,,"Tunas, bonitos, billfishes, etc., fillets, dried, salted or in brine"
035.02.3.5.6.90,1,035.02.3.5.6,36,0305.39,035.12,21224,"Tunas fillets, dried salted or in brine"
035.02.3.5.6.99,1,035.02.3.5.6,36,0305.39,035.12,21224,"Tunas, bonitos, billfishes, fillets, dried, salted or in brine, nei"
035.02.3.5.7,0,035.02.3.5,37,0305.39,035.12,,"Miscellaneous pelagic fish, fillets, dried, salted or in brine"
035.02.3.5.7.90,1,035.02.3.5.7,37,0305.39,035.12,21224,"Miscellaneous pelagic fish nei, fillets, dried, salted or in brine"
035.02.3.5.8,0,035.02.3.5,38,0305.39,035.12,,"Sharks, rays, chimaeras, etc., fillets, dried, salted or in brine"
035.02.3.5.8.70,1,035.02.3.5.8,38,0305.59,035.13,21224,"Sharks, fillets, dried, salted or in brine"
035.02.3.5.8.90,1,035.02.3.5.8,38,0305.39,035.12,21224,"Sharks, rays, etc., fillets, dried, salted or in brine, nei"
035.02.3.5.9,0,035.02.3.5,39,0305.39,035.12,,"Miscellaneous marine fish, fillets, dried, salted or in brine"
035.02.3.5.9.99,1,035.02.3.5.9,39,0305.39,035.13,21224,"Marine fish, fillets, dried, salted or in brine, nei"
035.02.3.6,0,035.02.3,39,0305.39,035.12,,"Fish fillets, dried, salted or in brine"
035.02.3.6.99,1,035.02.3.6,39,0305.39,035.12,21224,"Fish fillets, dried, salted or in brine, nei"
035.02.3.9,0,035.02.3,39,0305.79,035.4,,"Miscellaneous fish products, dried, salted or in brine"
035.02.3.9.1,0,035.02.3.9,39,0305.20,035.4,,"Fish livers, roes, milt etc., dried, salted or in brine"
035.02.3.9.1.10,1,035.02.3.9.1,39,0305.20,035.4,21227,"Fish livers, dried, salted or in brine"
035.02.3.9.1.21,1,035.02.3.9.1,32,0305.20,035.4,21227,"Cod roes, salted or sugar salted"
035.02.3.9.1.22,1,035.02.3.9.1,32,0305.20,035.4,21227,"Alaska pollock, roes, pickled"
035.02.3.9.1.24,1,035.02.3.9.1,35,0305.20,035.4,21227,"Herring roes, dried"
035.02.3.9.1.25,1,035.02.3.9.1,35,0305.20,035.4,21227,"Herring roes, cured"
035.02.3.9.1.26,1,035.02.3.9.1,23,0305.20,035.4,21227,"Salmon roes, cured"
035.02.3.9.1.27,1,035.02.3.9.1,34,0305.20,035.4,21227,"Lumpfish roes, salted"
035.02.3.9.1.29,1,035.02.3.9.1,39,0305.20,035.4,21227,"Fish roes, dried, salted or in brine, nei"
035.02.3.9.1.90,1,035.02.3.9.1,39,0305.20,035.4,21227,"Livers, roes, milt, dried, salted or in brine, nei"
035.02.3.9.2,0,035.02.3.9,39,0305.79,035.13,,"Fish heads, tail, fins, maws etc., dried, salted or in brine"
035.02.3.9.2.10,1,035.02.3.9.2,39,0305.72,035.13,21234,"Fish heads, tail, maws etc., dried, salted, or in brine"
035.02.3.9.2.31,1,035.02.3.9.2,38,0305.71,035.13,21234,"Shark fins, dried, unsalted"
035.02.3.9.2.32,1,035.02.3.9.2,38,0305.71,035.13,21234,"Shark fins, dried, whether or not salted, etc."
035.02.3.9.2.35,1,035.02.3.9.2,38,0305.71,035.29,21234,"Shark fins, salted and in brine but not dried or smoked"
035.02.3.9.2.90,1,035.02.3.9.2,39,0305.79,035.13,21234,"Other  edible fish offal, dried, salted or in brine"
035.03,0,035,39,0305.49,035.3,,Fish smoked
035.03.3,0,035.03,13,0305.44,035.3,,"Freshwater fish, smoked"
035.03.3.9,0,035.03.3,13,0305.44,035.3,,"Miscellaneous freshwater fish, smoked"
035.03.3.9.87,1,035.03.3.9,13,0305.44,035.3,21232,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked"
035.03.3.9.90,1,035.03.3.9,13,0305.49,035.3,21232,"Miscellaneous freshwater fish, smoked"
035.03.4,0,035.03,25,0305.49,035.3,,"Diadromous fish, smoked"
035.03.4.2,0,035.03.4,22,0305.44,035.3,,"River eels, smoked"
035.03.4.2.10,1,035.03.4.2,22,0305.44,035.3,21232,"Eels, smoked"
035.03.4.3,0,035.03.4,23,0305.49,035.3,,"Salmons, trouts, smelts, etc., smoked"
035.03.4.3.39,1,035.03.4.3,23,0305.41,035.3,21232,"Salmons, smoked"
035.03.4.3.50,1,035.03.4.3,23,0305.43,035.3,21232,"Trouts and chars, smoked"
035.03.4.3.90,1,035.03.4.3,23,0305.49,035.3,21232,"Salmonoids nei, smoked"
035.03.4.5,0,035.03.4,25,0305.49,035.3,,"Miscellaneous diadromous fish, smoked"
035.03.4.5.90,1,035.03.4.5,25,0305.49,035.3,21232,"Diadromous fish, nei, smoked"
035.03.5,0,035.03,39,0305.49,035.3,,"Marine fishes, smoked"
035.03.5.1,0,035.03.5,31,0305.49,035.3,,"Flounders, halibuts, soles, etc., smoked"
035.03.5.1.11,1,035.03.5.1,31,0305.49,035.3,21232,"Atlantic halibut, smoked"
035.03.5.1.13,1,035.03.5.1,31,0305.49,035.3,21232,"Greenland halibut, smoked"
035.03.5.1.90,1,035.03.5.1,31,0305.49,035.3,21232,"Flatfish nei, smoked"
035.03.5.2,0,035.03.5,32,0305.49,035.3,,"Cods, hakes, haddocks, etc., smoked"
035.03.5.2.19,1,035.03.5.2,32,0305.49,035.3,21232,"Cods, smoked"
035.03.5.2.30,1,035.03.5.2,32,0305.49,035.3,21232,"Haddock, smoked"
035.03.5.2.90,1,035.03.5.2,32,0305.49,035.3,21232,"Gadiformes, smoked"
035.03.5.3,0,035.03.5,33,0305.49,035.3,,"Miscellaneous coastal fish, smoked"
035.03.5.3.90,1,035.03.5.3,33,0305.49,035.3,21232,"Miscellaneous coastal fish, nei, smoked"
035.03.5.4,0,035.03.5,34,0305.49,035.3,,"Miscellaneous demersal fish, smoked"
035.03.5.4.12,1,035.03.5.4,34,0305.49,035.3,21232,"Snoeks, smoked"
035.03.5.4.90,1,035.03.5.4,34,0305.49,035.3,21232,"Miscellaneous demersal fish, smoked, nei"
035.03.5.5,0,035.03.5,35,0305.49,035.3,,"Herrings, sardines, anchovies, etc., smoked"
035.03.5.5.11,1,035.03.5.5,35,0305.42,035.3,21232,"Atlantic herring, smoked"
035.03.5.5.19,1,035.03.5.5,35,0305.42,035.3,21232,"Herrings nei, smoked"
035.03.5.5.50,1,035.03.5.5,35,0305.49,035.3,21232,"Sardines and sprats, smoked"
035.03.5.5.90,1,035.03.5.5,35,0305.49,035.3,21232,"Clupeoids nei, smoked"
035.03.5.6,0,035.03.5,36,0305.49,035.3,,"Tunas, bonitos, billfishes, etc., smoked"
035.03.5.6.20,1,035.03.5.6,36,0305.49,035.3,21232,"Skipjack tuna, smoked"
035.03.5.6.90,1,035.03.5.6,36,0305.49,035.3,21232,"Tunas nei, smoked"
035.03.5.6.95,1,035.03.5.6,36,0305.49,035.3,21232,"Tunas, bonitos, billfishes, smoked, nei"
035.03.5.7,0,035.03.5,37,0305.49,035.3,,"Miscellaneous pelagic fish, smoked"
035.03.5.7.69,1,035.03.5.7,37,0305.49,035.3,21232,"Mackerels, smoked"
035.03.5.7.90,1,035.03.5.7,37,0305.49,035.3,21232,"Miscellaneous pelagic fish, nei, smoked"
035.03.5.8,0,035.03.5,38,0305.49,035.3,,"Sharks, rays, chimaeras, smoked"
035.03.5.8.90,1,035.03.5.8,38,0305.49,035.3,21232,"Sharks, rays, chimaeras, smoked, nei"
035.03.5.9,0,035.03.5,39,0305.49,035.3,,"Miscellaneous marine fish, smoked"
035.03.5.9.90,1,035.03.5.9,39,0305.49,035.3,21232,"Marine fish fillets, smoked"
035.03.5.9.95,1,035.03.5.9,39,0305.49,035.3,21232,"Marine fish nei, smoked"
035.03.6,0,035.03,X,0305.49,035.3,,"Fish, smoked"
035.03.6.90,1,035.03.6,39,0305.49,035.3,21232,"Fish fillets, smoked"
035.03.6.95,1,035.03.6,39,0305.49,035.3,21232,"Fish nei, smoked"
035.03.9,0,035.03,39,0305.49,035.4,,"Miscellaneous fish products, smoked"
035.03.9.1,0,035.03.9,39,0305.20,035.4,,"Fish livers, roes, etc., smoked"
035.03.9.1.90,1,035.03.9.1,39,0305.20,035.4,21227,"Livers and roes, smoked"
035.05,1,035,39,0305.59,035,21231,"Fish, dried, salted or smoked"
036.0,0,03,47,0306.29,036,,"Crustaceans, molluscs, aq. inver, live,fresh,chilled,frozen, salted, in brine or dried, smoked"
036.0.1,0,036.0,47,0306.29,036,,"Crustaceans, live, fresh, chilled, frozen, salted, in brine or dried, smoked"
036.0.1.1,0,036.0.1,47,0306.29,036.2,,"Crustaceans live, not for human consumption"
036.0.1.1.1,0,036.0.1.1,47,0306.29,036.2,,"Miscellaneous crustaceans live, not for human consumption"
036.0.1.1.1.10,1,036.0.1.1.1,47,0306.29,036.2,0439,"Crustaceans live, for breeding and other purposes, nei"
036.0.1.1.1.50,1,036.0.1.1.1,45,0306.27,036.2,0436,"Shrimps, prawns live, for breeding and other purposes"
036.0.1.2,0,036.0.1,47,0306.29,036.2,,"Crustaceans live, for human consumption"
036.0.1.2.1,0,036.0.1.2,47,0306.29,036.2,,"Miscellaneous crustaceans live, for human consumption"
036.0.1.2.1.10,1,036.0.1.2.1,43,0306.29,036.2,0439,"Lobsters, live"
036.0.1.2.1.40,1,036.0.1.2.1,42,0306.24,036.2,0431,"Crabs, live"
036.0.1.2.1.50,1,036.0.1.2.1,45,0306.27,036.2,0436,"Shrimps and prawns, live"
036.0.1.2.1.90,1,036.0.1.2.1,47,0306.29,036.2,0439,"Crustaceans live, for human consumption, nei"
036.0.1.3,0,036.0.1,47,0306.29,036.2,,"Crustaceans fresh, chilled or boiled in water"
036.0.1.3.1,0,036.0.1.3,41,0306.29,036.2,,"Freshwater crustaceans, live, fresh or chilled"
036.0.1.3.1.10,1,036.0.1.3.1,41,0306.29,036.2,0439,"Crayfish (freshwater), fresh or chilled"
036.0.1.3.1.50,1,036.0.1.3.1,41,0306.27,036.2,0436,"Freshwater shrimps and prawns, fresh or chilled"
036.0.1.3.1.90,1,036.0.1.3.1,41,0306.29,036.2,0439,"Freshwater crustaceans nei, live, fresh or chilled"
036.0.1.3.2,0,036.0.1.3,42,0306.24,036.2,,"Crabs, fresh or chilled"
036.0.1.3.2.10,1,036.0.1.3.2,44,0306.24,036.2,0431,"King crabs, fresh or chilled"
036.0.1.3.2.20,1,036.0.1.3.2,42,0306.24,036.2,0431,"Tanner crabs, fresh or chilled"
036.0.1.3.2.90,1,036.0.1.3.2,42,0306.24,036.2,0431,"Crabs, peeled or not, fresh or chilled, nei"
036.0.1.3.3,0,036.0.1.3,43,0306.21,036.2,,"Lobsters, spiny-rock lobsters, etc., fresh or chilled"
036.0.1.3.3.11,1,036.0.1.3.3,43,0306.21,036.2,0432,"Spiny lobsters (Panulirus spp.), whole, fresh or chilled"
036.0.1.3.3.12,1,036.0.1.3.3,43,0306.21,036.2,0432,"Spiny lobsters (Panulirus spp.), meat or tails, fresh or chilled"
036.0.1.3.3.19,1,036.0.1.3.3,43,0306.21,036.2,0432,"Spiny lobsters (Panulirus spp.), nei, fresh or chilled"
036.0.1.3.3.21,1,036.0.1.3.3,43,0306.21,036.2,0432,"Rock lobsters (Jasus spp.), whole, fresh or chilled"
036.0.1.3.3.22,1,036.0.1.3.3,43,0306.21,036.2,0432,"Rock lobsters (Jasus spp.), meat or tails, fresh or chilled"
036.0.1.3.3.29,1,036.0.1.3.3,43,0306.21,036.2,0432,"Rock lobsters (Jasus spp.), nei, fresh or chilled"
036.0.1.3.3.31,1,036.0.1.3.3,43,0306.25,036.2,0434,"Norway lobsters (Nephrops spp.), whole, fresh or chilled"
036.0.1.3.3.32,1,036.0.1.3.3,43,0306.25,036.2,0434,"Norway lobsters (Nephrops spp.), meat or tails, fresh or chilled"
036.0.1.3.3.39,1,036.0.1.3.3,43,0306.25,036.2,0434,"Norway lobsters (Nephrops spp.), nei, fresh or chilled"
036.0.1.3.3.41,1,036.0.1.3.3,43,0306.22,036.2,0433,"American/European lobsters (Homarus spp.), whole, fresh or chilled"
036.0.1.3.3.42,1,036.0.1.3.3,43,0306.22,036.2,0433,"American/European lobsters (Homarus spp.), meat or tails, fresh or chilled"
036.0.1.3.3.49,1,036.0.1.3.3,43,0306.22,036.2,0433,"American/European lobsters (Homarus spp.), nei, fresh or chilled"
036.0.1.3.3.51,1,036.0.1.3.3,43,0306.21,036.2,0432,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), whole, fresh or chilled"
036.0.1.3.3.52,1,036.0.1.3.3,43,0306.21,036.2,0432,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), meat or tails, fh or chld"
036.0.1.3.3.59,1,036.0.1.3.3,43,0306.21,036.2,0432,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), fresh or chilled, nei"
036.0.1.3.3.91,1,036.0.1.3.3,43,0306.29,036.2,0439,"Lobsters nei, whole, fresh or chilled"
036.0.1.3.3.92,1,036.0.1.3.3,43,0306.29,036.2,0439,"Lobsters nei, meat or tails, fresh or chilled"
036.0.1.3.3.99,1,036.0.1.3.3,43,0306.29,036.2,0439,"Lobsters nei, fresh or chilled"
036.0.1.3.4,0,036.0.1.3,44,0306.29,036.2,,"Squat-lobsters, etc., fresh or chilled"
